"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.meta.pvalue","asd.meta.pvalue.for.plot","bp.ptv.pvalue"
"7290","ENSG00000158477",1,158254424,158258269,"CD1A",0.632584769807124,0.868,0.409185324578344,0.10368
"7291","ENSG00000115590",2,101991960,102028544,"IL1R2",0.0751902308702159,0.0666,0.409301957702447,1
"7292","ENSG00000170075",1,202122886,202133592,"GPR37L1",0.809795595755916,0.866,0.409301957702447,1
"7293","ENSG00000166118",11,133840631,133845538,"SPATA19",0.317857004696402,0.327,0.40939056437181,0.49138
"7294","ENSG00000123219",5,65517766,65563168,"CENPK",0.574622255558796,0.815,0.409479172898276,0.11863
"7295","ENSG00000196968",10,73772276,73780251,"FUT11",0.194371172530277,0.197,0.409479172898276,1
"7296","ENSG00000198075",2,108377911,108388989,"SULT1C4",0.883184674056576,0.928,0.409595812831753,NA
"7297","ENSG00000206549",3,46712115,46812574,NA,0.409595812831753,1,0.409595812831753,NA
"7298","ENSG00000105617",19,54155161,54159721,"LENG1",0.310028670446057,0.525,0.409684425381939,0.11863
"7299","ENSG00000197054",19,11965037,11980617,"ZNF763",0.652117704713893,0.712,0.409773039789227,NA
"7300","ENSG00000206073",18,63637259,63644256,"SERPINB4",0.545697310735659,0.736,0.409773039789227,0.21091
"7301","ENSG00000141179",17,55751051,55842830,"PCTP",0.285329869424483,0.214,0.409889686532078,0.68228
"7302","ENSG00000142552",19,49528003,49546962,"RCN3",0.434411433686322,0.473,0.409889686532078,1
"7303","ENSG00000128284",22,36140330,36166177,"APOL3",0.777270726825941,0.836,0.409978304963088,1
"7304","ENSG00000089012",20,1629152,1657779,"SIRPG",0.898805880463778,0.94,0.410066925251199,1
"7305","ENSG00000108433",17,46923075,46975524,"GOSR2",0.0768773512324149,0.0682,0.410066925251199,1
"7306","ENSG00000141086",16,67927640,67932365,"CTRL",0.150177480469598,0.0717,0.410183578803424,0.75423
"7307","ENSG00000173227",11,67006778,67050863,"SYT12",0.538718602361775,0.59,0.410183578803424,NA
"7308","ENSG00000163563",1,158831351,158849506,"MNDA",0.517275168001187,1,0.410272203115256,0.6252
"7309","ENSG00000169598",1,3857267,3885429,"DFFB",0.624747705784496,0.683,0.410360829284191,1
"7310","ENSG00000172878",2,171999943,172082430,"METAP1D",0.777736677941579,0.853,0.410360829284191,0.50013
"7311","ENSG00000151690",2,190408355,190509205,"MFSD6",0.15064307246805,0.0985,0.410449457310227,0.6252
"7312","ENSG00000118520",6,131470832,131584332,"ARG1",0.452459596970984,0.749,0.410538087193365,0.065811
"7313","ENSG00000155850",5,149960758,149993455,"SLC26A2",0.388422278824966,0.42,0.410538087193365,1
"7314","ENSG00000131871",15,101270817,101277500,"SELENOS",0.512979715271929,1,0.410654751888202,0.61863
"7315","ENSG00000152705",5,134967907,135011696,"CATSPER3",0.272093549613401,0.267,0.410654751888202,0.50013
"7316","ENSG00000103381",16,12659799,12803887,"CPPED1",0.203885439939204,0.189,0.410743385795061,0.49138
"7317","ENSG00000178665",7,55887456,55942530,"ZNF713",0.242932356800678,0.252,0.410803987985392,1
"7318","ENSG00000105610",19,12884422,12887201,"KLF1",0.409765209207944,0.44,0.410892625296938,0.49138
"7319","ENSG00000140522",15,89209869,89221614,"RLBP1",0.170183713728935,0.148,0.410892625296938,0.50013
"7320","ENSG00000136110",13,52703264,52739820,"CNMD",0.166488805331178,0.165,0.410981264465586,1
"7321","ENSG00000136943",9,97029677,97156556,"CTSV",0.192244708870615,0.194,0.411069905491337,1
"7322","ENSG00000141946",19,57134096,57145202,"ZIM3",0.411069905491337,1,0.411069905491337,1
"7323","ENSG00000187372",5,141213919,141218979,"PCDHB13",0.411186583185888,1,0.411186583185888,1
"7324","ENSG00000206072",18,63647579,63726432,"SERPINB11",0.169910589415587,NA,0.411186583185888,0.11863
"7325","ENSG00000122484",1,92299059,92402056,"RPAP2",0.496975206029633,0.543,0.411275228235359,1
"7326","ENSG00000145020",3,49416778,49422685,"AMT",0.416705834113407,0.452,0.411363875141932,1
"7327","ENSG00000183807",6,116752197,116765719,"FAM162B",0.713640990204573,0.774,0.411363875141932,1
"7328","ENSG00000002745",7,121325367,121341104,"WNT16",0.343206004115883,0.303,0.411480559645857,0.61863
"7329","ENSG00000011478",19,45692403,45703989,"QPCTL",0.359216461947274,0.373,0.411480559645857,0.50067
"7330","ENSG00000172794",17,74670578,74747335,"RAB37",0.0534629142083188,0.0445,0.411569210576151,1
"7331","ENSG00000100319",22,29730956,29767011,"ZMAT5",0.303106249671409,0.321,0.411657863363547,1
"7332","ENSG00000126215",14,103697609,103715504,"XRCC3",0.69935864848865,0.774,0.411657863363547,0.50067
"7333","ENSG00000118894",16,5084284,5097795,"EEF2KMT",0.249385040453196,0.259,0.411774554676846,1
"7334","ENSG00000136104",13,50909747,51024120,"RNASEH2B",0.416021467248108,0.451,0.411774554676846,1
"7335","ENSG00000125863",20,10401009,10434222,"MKKS",0.865124653232893,0.913,0.411895795580513,1
"7336","ENSG00000135248",7,128709061,128731743,"FAM71F1",0.335236171765117,0.358,0.411895795580513,1
"7337","ENSG00000180878",11,6205557,6211135,"C11orf42",0.232918066363075,0.24,0.412012493084152,1
"7338","ENSG00000259305",8,123226189,123274284,"ZHX1-C8orf76",0.428465952754766,NA,0.412012493084152,0.49138
"7339","ENSG00000183628",22,18906028,18914238,"DGCR6",0.318873271293939,0.339,0.412101155157058,NA
"7340","ENSG00000099377",16,30985207,30989147,"HSD3B7",0.7844831628985,0.842,0.412189819087066,NA
"7341","ENSG00000162694",1,100872372,100895179,"EXTL2",0.278201202790843,0.292,0.412189819087066,1
"7342","ENSG00000112031",6,152987362,153002709,"MTRF1L",0.882374777287795,0.909,0.412306523400079,0.68775
"7343","ENSG00000188266",15,78507564,78537372,"HYKK",0.852916779279242,0.895,0.412306523400079,0.61863
"7344","ENSG00000135953",2,102714630,102736888,"MFSD9",0.456697900103985,0.497,0.412395191353808,1
"7345","ENSG00000115364",2,75646783,75690851,"MRPL19",0.684342602321957,0.744,0.41248386116464,1
"7346","ENSG00000053702",12,2825348,2835544,"NRIP2",0.0426619884478221,0.0243,0.412600572287027,0.49138
"7347","ENSG00000115271",2,162318840,162371595,"GCA",0.0406889776904259,0.0228,0.412600572287027,0.49138
"7348","ENSG00000132746",11,67662160,67681224,"ALDH3B2",0.48068695758664,0.722,0.412689246121579,0.1252
"7349","ENSG00000163472",1,156282935,156293185,"TMEM79",0.895351894666138,0.951,0.412777921813233,0.49138
"7350","ENSG00000177238",16,31214091,31231537,"TRIM72",0.138662399316364,0.0886,0.412777921813233,0.61863
"7351","ENSG00000057149",18,63655197,63661893,"SERPINB3",0.468124589794591,0.451,0.412894639744994,0.61863
"7352","ENSG00000258484",15,68818221,68946811,"SPESP1",0.433991624007829,0.379,0.412894639744994,0.68228
"7353","ENSG00000165841",10,94762681,94855547,"CYP2C19",0.318544427809439,0.274,0.41301136015289,0.61863
"7354","ENSG00000184719",10,88273864,88584530,"RNLS",0.661341128248273,0.682,0.41301136015289,0.6252
"7355","ENSG00000124003",2,222671658,222709930,"MOGAT1",0.347957372534739,1,0.413100042034885,0.36658
"7356","ENSG00000131059",20,33217310,33227806,"BPIFA3",0.550284412715435,0.665,0.413188725773981,0.36658
"7357","ENSG00000169217",16,30350773,30355308,"CD2BP2",0.771918728214353,0.849,0.413188725773981,0.49138
"7358","ENSG00000164530",6,36948263,36964837,"PI16",0.54795381885956,0.495,0.413305452991251,0.72206
"7359","ENSG00000261701",16,72063148,72077246,"HPR",0.700547565718597,0.86,0.413305452991251,0.24144
"7360","ENSG00000133317",11,63506052,63516774,"LGALS12",0.569457267004269,0.571,0.413394140754069,0.6252
"7361","ENSG00000152591",4,87608529,87616873,"DSPP",0.462505809627508,0.503,0.413482830373988,1
"7362","ENSG00000156469",8,96239398,96261610,"MTERF3",0.211542505797998,0.215,0.413482830373988,1
"7363","ENSG00000172236",16,1240379,1242554,"TPSAB1",0.557598360865462,0.609,0.413599564400632,1
"7364","ENSG00000198721",6,4115693,4135597,"ECI2",0.0720750081090097,0.0627,0.413599564400632,1
"7365","ENSG00000004468",4,15778275,15853232,"CD38",0.81256517539756,0.958,0.413688258044273,0.1252
"7366","ENSG00000068079",17,43006740,43014456,"IFI35",0.767392221238889,0.857,0.413776953545015,0.44535
"7367","ENSG00000171311",10,97435909,97446017,"EXOSC1",0.135678139831306,0.13,0.413776953545015,1
"7368","ENSG00000082196",5,34017858,34043213,"C1QTNF3",0.232725451612025,0.239,0.413893694381033,1
"7369","ENSG00000196812",6,28124609,28130082,"ZSCAN16",0.354310999800857,0.379,0.413893694381033,1
"7370","ENSG00000163879",1,37556919,37566857,"DNALI1",0.802721917675807,0.875,0.413982393905496,0.50013
"7371","ENSG00000135838",1,182789293,182830384,"NPL",0.414071095287061,1,0.414071095287061,1
"7372","ENSG00000172061",3,194355249,194369743,"LRRC15",0.791603128462887,0.848,0.414071095287061,1
"7373","ENSG00000177570",8,118189455,118622112,"SAMD12",0.414187842932454,1,0.414187842932454,NA
"7374","ENSG00000184361",17,45254393,45262094,"SPATA32",0.647553644188462,0.665,0.414187842932454,0.6252
"7375","ENSG00000164756",8,116950273,117176714,"SLC30A8",0.351876196017077,0.376,0.41427654833774,1
"7376","ENSG00000118514",6,134917393,134950115,"ALDH8A1",0.641637833168981,0.762,0.414365255600128,0.36658
"7377","ENSG00000154645",21,17901263,18267373,"CHODL",0.900098639386804,0.954,0.414365255600128,0.49138
"7378","ENSG00000099769",16,1790413,1794971,"IGFALS",0.670567960409045,0.729,0.414482010054895,1
"7379","ENSG00000108479",17,75751594,75765236,"GALK1",0.240805262556796,0.248,0.414482010054895,1
"7380","ENSG00000111404",12,18080869,18320107,"RERGL",0.579197976341179,0.554,0.414570721341004,0.68228
"7381","ENSG00000172889",9,136658856,136672678,"EGFL7",0.360283113814634,0.273,0.414659434484215,0.72685
"7382","ENSG00000182685",16,2209253,2210905,"BRICD5",0.285176012891124,0.418,0.414659434484215,0.21091
"7383","ENSG00000104325",8,90001405,90053633,"DECR1",0.51615418353016,0.589,0.414776195748356,0.44535
"7384","ENSG00000188505",19,39196964,39201884,"NCCRP1",0.254947580662129,0.375,0.414776195748356,0.21091
"7385","ENSG00000152463",10,15032227,15073853,"OLAH",0.351338117404584,0.308,0.414892959488632,0.6252
"7386","ENSG00000204520",6,31399784,31415315,"MICA",0.496139466698125,0.484,0.414892959488632,0.61863
"7387","ENSG00000103550",16,19701937,19718235,"KNOP1",0.15783441986271,0.0904,0.414981678822183,0.68775
"7388","ENSG00000101546",18,80034389,80050651,"RBFA",0.36956314435113,0.332,0.415070400012836,0.61863
"7389","ENSG00000110243",11,116789367,116792420,"APOA5",0.771639301386194,0.829,0.415070400012836,1
"7390","ENSG00000100249",22,29058672,29061831,"C22orf31",0.630812247716239,0.797,0.415187170562487,0.2502
"7391","ENSG00000149600",20,32702699,32743467,"COMMD7",0.219743430669384,0.203,0.415187170562487,0.50013
"7392","ENSG00000167699",17,757097,783390,"GLOD4",0.462491533117223,0.524,0.415275895776861,0.44535
"7393","ENSG00000132026",19,12825478,12835428,"RTBDN",0.833118694337363,0.885,0.415364622848337,1
"7394","ENSG00000134533",12,15107783,15348675,"RERG",0.449276525028952,0.487,0.415364622848337,1
"7395","ENSG00000104808",19,48933699,48944969,"DHDH",0.1666794052707,0.225,0.415481400207362,0.2502
"7396","ENSG00000173928",19,11374666,11376951,"SWSAP1",0.780461896368098,0.854,0.415481400207362,0.50013
"7397","ENSG00000080511",19,10013249,10022279,"RDH8",0.521319597956072,1,0.415570131302558,0.6252
"7398","ENSG00000120437",6,159762045,159779112,"ACAT2",0.56229887754307,1,0.415658864254857,0.68228
"7399","ENSG00000138109",10,94938658,94990091,"CYP2C9",0.448533625004762,0.486,0.415658864254857,1
"7400","ENSG00000103254",16,720581,722590,"ANTKMT",0.0209347611656655,0.0343,0.415775648423256,0.11863
"7401","ENSG00000182141",19,21291160,21329425,"ZNF708",0.459323311716302,0.387,0.415775648423256,0.72206
"7402","ENSG00000006007",16,19501693,19522123,"GDE1",0.214883383739464,0.444,0.415864385399276,0.062664
"7403","ENSG00000169972",1,1308597,1311677,"PUSL1",0.732339864273147,0.766,0.415953124232398,0.61863
"7404","ENSG00000204516",6,31494881,31511124,"MICB",0.354349183333464,0.378,0.415953124232398,1
"7405","ENSG00000148841",10,104309698,104338465,"ITPRIP",0.521700408989838,1,0.41606991521017,0.6252
"7406","ENSG00000241935",10,97584323,97612802,"HOGA1",0.53786472914598,0.586,0.41606991521017,1
"7407","ENSG00000164933",8,103398635,103415189,"SLC25A32",0.0316596355455434,0.0237,0.416186708664079,NA
"7408","ENSG00000175664",13,30932656,30975500,"TEX26",0.825020310652252,0.896,0.416186708664079,0.49138
"7409","ENSG00000105251",19,4279266,4290722,"SHD",0.554973939950471,0.555,0.416275453687541,0.61863
"7410","ENSG00000146281",6,89146055,89165565,"PM20D2",0.0691356831038779,0.0767,0.416364200568105,0.28096
"7411","ENSG00000215695",1,15659869,15661722,"RSC1A1",0.454150211125895,0.492,0.416364200568105,1
"7412","ENSG00000164035",4,100395341,100880126,"EMCN",0.629330292932737,0.642,0.416481000831387,0.6252
"7413","ENSG00000213988",19,20077994,20127076,"ZNF90",0.268393505022858,0.23,0.416481000831387,0.58171
"7414","ENSG00000169738",17,82035136,82037709,"DCXR",0.945335688174437,0.957,0.416569751735672,0.77082
"7415","ENSG00000096264",6,41335608,41350889,"NCR2",0.411279079679853,0.443,0.416658504497059,1
"7416","ENSG00000171428",8,18170477,18223689,"NAT1",0.806637642448944,0.861,0.416658504497059,1
"7417","ENSG00000111729",12,8123617,8138607,"CLEC4A",0.653080975720438,0.722,0.416775311569716,0.50013
"7418","ENSG00000119718",14,75002921,75012366,"EIF2B2",0.542721522839056,0.591,0.416775311569716,1
"7419","ENSG00000130037",12,5043879,5046788,"KCNA5",0.793638944299945,0.849,0.416892121118508,1
"7420","ENSG00000158092",3,136862208,136951606,"NCK1",0.821008294003376,0.902,0.416892121118508,0.44535
"7421","ENSG00000154040",18,24138987,24161600,"CABYR",0.639061837441042,0.695,0.416980880070235,1
"7422","ENSG00000186283",1,179082070,179098023,"TOR3A",0.649567549625442,0.706,0.417069640879064,1
"7423","ENSG00000188732",7,23680130,23703249,"FAM221A",0.502389305660731,0.546,0.417069640879064,1
"7424","ENSG00000140650",16,8788823,8862534,"PMM2",0.87248427323073,0.899,0.41718645723723,0.68228
"7425","ENSG00000182896",17,7355123,7357219,"TMEM95",0.480186656939794,0.521,0.41718645723723,NA
"7426","ENSG00000012061",19,45407334,45478828,"ERCC1",0.588394528174977,0.76,0.41727522206978,0.24144
"7427","ENSG00000139351",12,101728648,101739472,"SYCP3",0.334689846695309,0.624,0.417363988759432,0.058286
"7428","ENSG00000145979",6,13266542,13328583,"TBC1D7",0.26666831364224,1,0.417363988759432,0.24144
"7429","ENSG00000104341",8,97775057,97853013,"LAPTM4B",0.563671213534854,1,0.417480811926973,0.68228
"7430","ENSG00000196388",17,4988130,4997610,"INCA1",0.517805567667628,0.563,0.417480811926973,1
"7431","ENSG00000164022",4,106315544,106349456,"AIMP1",0.306843774919644,0.306,0.417569582640345,0.50013
"7432","ENSG00000185015",8,85220587,85284073,"CA13",0.119832651429555,1,0.41765835521082,0.062664
"7433","ENSG00000186567",19,44662278,44684359,"CEACAM19",0.731273092166746,0.882,0.41765835521082,0.24144
"7434","ENSG00000137364",6,18128311,18155077,"TPMT",0.873252381079311,0.913,0.417775185187735,0.61863
"7435","ENSG00000162139",11,74988279,75018893,"NEU3",0.147590988811668,0.0826,0.417775185187735,0.68228
"7436","ENSG00000133742",8,85327608,85379014,"CA1",0.57143964909361,0.632,0.417892017640785,0.49138
"7437","ENSG00000143314",1,156737303,156741590,"MRPL24",0.793975687450948,0.849,0.417892017640785,1
"7438","ENSG00000105371",19,10286955,10288522,"ICAM4",0.533341185368166,0.58,0.4179807964016,1
"7439","ENSG00000147613",8,86047109,86088621,"PSKH2",0.385739136784363,0.413,0.418069577019517,1
"7440","ENSG00000160221",21,44133610,44210114,"GATD3A",0.622558691914957,0.677,0.418069577019517,NA
"7441","ENSG00000163746",3,146391421,146495991,"PLSCR2",0.418186416281941,1,0.418186416281941,1
"7442","ENSG00000186431",19,54874235,54891420,"FCAR",0.559639202050497,0.712,0.418186416281941,0.28096
"7443","ENSG00000176435",14,38254000,38256093,"CLEC14A",0.31889079469798,0.336,0.418303258020502,1
"7444","ENSG00000188674",2,208165343,208190030,"C2orf80",0.749437582049433,0.823,0.418303258020502,0.50013
"7445","ENSG00000197124",19,19997058,20039505,"ZNF682",0.17677034335615,0.174,0.418392044828758,1
"7446","ENSG00000162222",11,62728069,62740293,"TTC9C",0.741751982543529,0.799,0.418480833494117,1
"7447","ENSG00000243709",1,225886282,225911382,"LEFTY1",0.822743004286894,0.875,0.418480833494117,1
"7448","ENSG00000160207",21,43529186,43659488,"HSF2BP",0.734670203414238,0.792,0.418597682042052,1
"7449","ENSG00000242485",1,1401909,1407293,"MRPL20",0.413294789810042,0.651,0.418597682042052,0.11863
"7450","ENSG00000157895",12,121000486,121016502,"C12orf43",0.10971007436876,0.0838,0.418686474731131,0.49138
"7451","ENSG00000168792",17,29560547,29567037,"ABHD15",0.650283358215418,0.718,0.418775269277313,0.50013
"7452","ENSG00000169548",22,22513736,22520270,"ZNF280A",0.539072363004627,0.862,0.418775269277313,0.031373
"7453","ENSG00000021300",11,73646178,73662819,"PLEKHB1",0.324756777648322,0.25,0.418892124634621,0.68775
"7454","ENSG00000166220",10,70771238,70785401,"TBATA",0.286141022326427,0.332,0.418892124634621,0.37533
"7455","ENSG00000250565",2,46490750,46542577,"ATP6V1E2",0.449218797489774,0.485,0.419008982468066,1
"7456","ENSG00000256660",12,10010627,10018796,"CLEC12B",0.934926875871144,0.965,0.419008982468066,1
"7457","ENSG00000197123",7,64228474,64266931,"ZNF679",0.703598501487927,0.729,0.419097783204587,0.6252
"7458","ENSG00000124074",16,67662945,67667265,"ENKD1",0.310869074716951,0.26,0.419186585798211,0.6252
"7459","ENSG00000186314",5,145471799,145835369,"PRELID2",0.192208656444671,0.191,0.419186585798211,1
"7460","ENSG00000085662",7,134442356,134459284,"AKR1B1",0.0942862990852887,0.254,0.41930345044103,0.036
"7461","ENSG00000100104",22,26483877,26494658,"SRRD",0.433946998584285,1,0.41930345044103,0.49138
"7462","ENSG00000100053",22,25199858,25207359,"CRYBB3",0.181153110442102,0.16,0.419392257058374,0.49138
"7463","ENSG00000031691",6,49463370,49493107,"CENPQ",0.627135593454376,0.792,0.419481065532821,0.2502
"7464","ENSG00000162461",1,15736258,15741392,"SLC25A34",0.569208221403331,1,0.419481065532821,0.68775
"7465","ENSG00000128694",2,189746660,189763227,"OSGEPL1",0.218940228910784,0.221,0.419597936985013,1
"7466","ENSG00000168078",8,27809624,27838082,"PBK",0.434168204727466,1,0.419597936985013,0.49138
"7467","ENSG00000099937",22,20774113,20787720,"SERPIND1",0.585447845065687,0.559,0.419714810913342,0.68228
"7468","ENSG00000172548",5,157460213,157474722,"NIPAL4",0.419714810913342,1,0.419714810913342,1
"7469","ENSG00000161944",17,7101322,7115700,"ASGR2",0.46036569528163,0.519,0.419803625578128,0.44535
"7470","ENSG00000132879",1,11654375,11663327,"FBXO44",0.200226493515887,0.424,0.419892442100017,0.058286
"7471","ENSG00000197632",18,63871692,63903888,"SERPINB2",0.481601485819421,0.541,0.419892442100017,0.45356
